,id,name,symbol,slug,num_market_pairs,date_added,tags,max_supply,circulating_supply,total_supply,infinite_supply,platform,cmc_rank,self_reported_circulating_supply,self_reported_market_cap,tvl_ratio,last_updated,quote.USD.price,quote.USD.volume_24h,quote.USD.volume_change_24h,quote.USD.percent_change_1h,quote.USD.percent_change_24h,quote.USD.percent_change_7d,quote.USD.percent_change_30d,quote.USD.percent_change_60d,quote.USD.percent_change_90d,quote.USD.market_cap,quote.USD.market_cap_dominance,quote.USD.fully_diluted_market_cap,quote.USD.tvl,quote.USD.last_updated,platform.id,platform.name,platform.symbol,platform.slug,platform.token_address,timestamp
20,3957,UNUS SED LEO,LEO,unus-sed-leo,27,2019-05-21T00:00:00.000Z,"['marketplace', 'centralized-exchange', 'discount-token', 'payments', 'kenetic-capital-portfolio', 'alameda-research-portfolio']",,929825615.9,985239504.0,False,,21,,,,2023-07-17T07:39:00.000Z,4.030506121665718,1141681.75618339,-4.9353,0.03093081,-0.27277644,2.59418165,13.45098195,12.49025889,18.63041159,3747667836.9665465,0.3086,3971013852.18,,2023-07-17T07:39:00.000Z,1027.0,Ethereum,ETH,ethereum,0x2af5d2ad76741191d15dfe7bf6ac92d4bd912ca3,2023-07-17 07:41:14.540706
21,1975,Chainlink,LINK,chainlink,1250,2017-09-20T00:00:00.000Z,"['platform', 'defi', 'oracles', 'smart-contracts', 'substrate', 'polkadot', 'polkadot-ecosystem', 'avalanche-ecosystem', 'solana-ecosystem', 'framework-ventures-portfolio', 'polygon-ecosystem', 'fantom-ecosystem', 'cardano-ecosystem', 'web3', 'near-protocol-ecosystem', 'arbitrum-ecosytem', 'cardano', 'injective-ecosystem', 'optimism-ecosystem']",1000000000.0,538099970.4527867,1000000000.0,False,,22,,,,2023-07-17T07:39:00.000Z,6.683152666063061,170044512.8190103,12.4883,0.10669025,-2.15753853,9.71593648,24.96208187,-0.40434772,-20.18500306,3596204252.139996,0.2962,6683152666.06,,2023-07-17T07:39:00.000Z,1027.0,Ethereum,ETH,ethereum,0x514910771af9ca656af840dff83e8264ecf986ca,2023-07-17 07:41:14.540706
22,512,Stellar,XLM,stellar,501,2014-08-05T00:00:00.000Z,"['medium-of-exchange', 'enterprise-solutions', 'decentralized-exchange-dex-token', 'smart-contracts', 'hashkey-capital-portfolio']",50001806812.0,27138495924.016262,50001787272.47382,False,,23,,,,2023-07-17T07:39:00.000Z,0.12980802480676248,271346776.18201,66.9499,-0.13256497,2.20780001,32.04841928,64.35392607,46.38589469,23.49526103,3522794552.1229253,0.2901,6490635779.04,,2023-07-17T07:39:00.000Z,,,,,,2023-07-17 07:41:14.540706
23,7083,Uniswap,UNI,uniswap,733,2020-09-17T00:00:00.000Z,"['decentralized-exchange-dex-token', 'defi', 'dao', 'yield-farming', 'amm', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'governance', 'blockchain-capital-portfolio', 'defiance-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', 'pantera-capital-portfolio', 'parafi-capital', 'paradigm-portfolio', 'arbitrum-ecosytem', 'injective-ecosystem', 'optimism-ecosystem']",1000000000.0,577501036.0,1000000000.0,False,,24,,,0.90644702,2023-07-17T07:39:00.000Z,6.030825654860194,99053328.9935084,40.3704,-0.68256324,4.4141355,17.13705319,29.89372973,12.83350809,-3.56868638,3482808063.6171403,0.2868,6030825654.86,3842263229.14511,2023-07-17T07:39:00.000Z,1027.0,Ethereum,ETH,ethereum,0x1f9840a85d5af5bf1d1762f925bdaddc4201f984,2023-07-17 07:41:14.540706
24,3794,Cosmos,ATOM,cosmos,461,2019-03-14T00:00:00.000Z,"['platform', 'cosmos-ecosystem', 'content-creation', 'interoperability', 'polychain-capital-portfolio', 'dragonfly-capital-portfolio', 'hashkey-capital-portfolio', '1confirmation-portfolio', 'paradigm-portfolio', 'exnetwork-capital-portfolio', 'injective-ecosystem', 'sec-security-token', 'alleged-sec-securities']",,346608690.0,0.0,True,,25,,,,2023-07-17T07:39:00.000Z,9.54830222416738,72279003.72939868,11.9933,-0.05314434,-0.02115119,2.87435901,7.78132771,-12.7613392,-24.63811989,3309524525.6427417,0.2726,0.0,,2023-07-17T07:39:00.000Z,,,,,,2023-07-17 07:41:14.540706
25,328,Monero,XMR,monero,219,2014-05-21T00:00:00.000Z,"['mineable', 'pow', 'medium-of-exchange', 'privacy', 'ringct', 'boostvc-portfolio', 'electric-capital-portfolio', 'galaxy-digital-portfolio']",,18306138.96132826,18306138.96132826,True,,26,,,,2023-07-17T07:39:00.000Z,164.89604417936,52029612.37563833,-12.1787,0.10337276,-0.10252302,-0.12521398,21.12699417,9.23677133,2.26672029,3018609898.920688,0.2486,3018609898.92,,2023-07-17T07:39:00.000Z,,,,,,2023-07-17 07:41:14.540706
26,2563,TrueUSD,TUSD,trueusd,400,2018-03-06T00:00:00.000Z,"['store-of-value', 'stablecoin', 'asset-backed-stablecoin', 'avalanche-ecosystem', 'arbitrum-ecosytem', 'bnb-chain', 'usd-stablecoin']",,2844570379.47,2844570379.47,False,,27,,,,2023-07-17T07:39:00.000Z,0.9996444358563937,970053513.1764547,5.862,-0.02379045,-0.02757135,0.00462116,-0.16368336,-0.00988487,-0.05191873,2843558952.2390957,0.2342,2843558952.24,,2023-07-17T07:39:00.000Z,1027.0,Ethereum,ETH,ethereum,0x0000000000085d4780B73119b644AE5ecd22b376,2023-07-17 07:41:14.540706
27,1321,Ethereum Classic,ETC,ethereum-classic,424,2016-07-24T00:00:00.000Z,"['mineable', 'pow', 'ethash', 'platform', 'smart-contracts', 'dcg-portfolio']",210700000.0,142012965.04668453,210700000.0,False,,28,,,,2023-07-17T07:39:00.000Z,19.079167111557847,118041052.19138978,-3.6432,0.08453484,-0.20420925,3.27528863,23.45120459,2.70018807,-12.97107865,2709489092.1335177,0.2231,4019980510.41,,2023-07-17T07:39:00.000Z,,,,,,2023-07-17 07:41:14.540706
28,3897,OKB,OKB,okb,98,2019-04-30T00:00:00.000Z,"['marketplace', 'centralized-exchange', 'discount-token', 'alameda-research-portfolio']",,60000000.0,300000000.0,False,,29,246638974.0,10796847809.196823,,2023-07-17T07:39:00.000Z,43.775919247851,1821466.02659298,29.6197,-0.09220676,-1.12571825,2.00809812,5.06026306,-4.86834821,-18.85845929,2626555154.87106,0.2163,13132775774.36,,2023-07-17T07:39:00.000Z,1027.0,Ethereum,ETH,ethereum,0x75231f58b43240c9718dd58b4967c5114342a86c,2023-07-17 07:41:14.540706
29,2280,Filecoin,FIL,filecoin,331,2017-12-13T00:00:00.000Z,"['mineable', 'distributed-computing', 'filesharing', 'storage', 'polychain-capital-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'dcg-portfolio', 'hashkey-capital-portfolio', 'a16z-portfolio', 'winklevoss-capital-portfolio', 'pantera-capital-portfolio', 'web3', 'filecoin-ecosystem', 'sec-security-token', 'alleged-sec-securities']",,436762707.0,1961812720.0,False,,30,,,,2023-07-17T07:39:00.000Z,4.409654176461114,111247815.67749734,18.7156,-0.15101279,0.30463129,4.97518507,16.86784632,-3.55940614,-28.86871924,1925972495.0450118,0.1586,8650915654.18,,2023-07-17T07:39:00.000Z,,,,,,2023-07-17 07:41:14.540706
30,8000,Lido DAO,LDO,lido-dao,212,2020-12-15T00:00:00.000Z,"['defi', 'dao', 'three-arrows-capital-portfolio', 'paradigm-portfolio', 'arbitrum-ecosytem', 'liquid-staking-derivatives', 'optimism-ecosystem']",1000000000.0,878749896.0286454,1000000000.0,False,,31,878749995.8945842,1921288567.2027206,0.12737765,2023-07-17T07:39:00.000Z,2.1863881378990078,55205687.50666853,-13.9249,-0.41857235,-3.70301544,16.08194339,19.96779745,-4.15509311,-13.79559493,1921288348.8570168,0.1582,2186388137.9,15083402744.99359,2023-07-17T07:39:00.000Z,1027.0,Ethereum,ETH,ethereum,0x5a98fcbea516cf06857215779fd812ca3bef1b32,2023-07-17 07:41:14.540706
31,8916,Internet Computer,ICP,internet-computer,156,2021-03-23T00:00:00.000Z,"['platform', 'distributed-computing', 'collectibles-nfts', 'defi', 'interoperability', 'smart-contracts', 'dao', 'wallet', 'storage', 'polychain-capital-portfolio', 'lending-borowing', 'metaverse', 'electric-capital-portfolio', 'fenbushi-capital-portfolio', 'hashkey-capital-portfolio', 'a16z-portfolio', 'multicoin-capital-portfolio', 'exnetwork-capital-portfolio', 'web3', 'internet-computer-ecosystem', 'bitcoin-ecosystem', 'sec-security-token', 'alleged-sec-securities']",,438950759.95106155,501404116.9280363,True,,32,438950908.0849995,1818739766.8351188,,2023-07-17T07:39:00.000Z,4.143378526700607,12804328.00463451,-5.2151,-0.18900873,0.22563609,4.25439381,2.88673388,-22.43833617,-35.87582115,1818739153.060141,0.1498,2077507051.28,,2023-07-17T07:39:00.000Z,,,,,,2023-07-17 07:41:14.540706
32,4642,Hedera,HBAR,hedera,158,2019-09-17T00:00:00.000Z,"['dag', 'marketplace', 'enterprise-solutions', 'payments', 'dcg-portfolio', 'hedera-hashgraph-ecosystem', 'layer-1']",50000000000.0,32297470383.311626,50000000000.0,False,,33,,,,2023-07-17T07:39:00.000Z,0.05226268319057947,25597661.07956255,-6.7583,-0.48468842,1.5504194,12.29829562,14.16652142,-0.77454174,-23.30062954,1687952462.500139,0.139,2613134159.53,,2023-07-17T07:39:00.000Z,,,,,,2023-07-17 07:41:14.540706
33,11841,Arbitrum,ARB,arbitrum,413,2023-03-23T12:50:11.000Z,"['scaling', 'dao', 'dapp', 'ethereum-ecosystem', 'polychain-capital-portfolio', 'layer-2', 'rollups', 'pantera-capital-portfolio', 'arbitrum-ecosytem']",,1275000000.0,10000000000.0,False,,34,,,,2023-07-17T07:39:00.000Z,1.318262460644283,365095953.6593723,-4.3463,-0.79862745,3.82275349,18.46865329,31.98457433,10.2167124,-25.92039239,1680784637.3214607,0.1384,13182624606.44,,2023-07-17T07:39:00.000Z,11841.0,Arbitrum,ARB,arbitrum,0x912CE59144191C1204E64559FE8253a0e49E6548,2023-07-17 07:41:14.540706
34,21794,Aptos,APT,aptos,237,2022-10-19T01:50:25.000Z,"['binance-labs-portfolio', 'aptos-ecosystem', 'circle-ventures-portfolio', 'layer-1']",,215874392.9369136,1044983090.9580585,True,,35,130000000.0,997363375.1991934,,2023-07-17T07:39:00.000Z,7.672025963070718,122162235.69534256,3.179,-0.2406767,2.98731649,10.70872139,13.82983292,-11.16892306,-39.06818644,1656193947.3741312,0.1364,8017137404.8,,2023-07-17T07:39:00.000Z,21794.0,Aptos,APT,aptos,0x1::aptos_coin::AptosCoin,2023-07-17 07:41:14.540706
35,3635,Cronos,CRO,cronos,191,2018-12-14T00:00:00.000Z,"['medium-of-exchange', 'cosmos-ecosystem', 'centralized-exchange', 'mobile', 'payments', 'injective-ecosystem']",30263013692.0,25263013692.0,30263013692.0,False,,36,,,,2023-07-17T07:39:00.000Z,0.060380746090133934,9094358.50094109,-29.7646,-0.10214667,-1.3178677,8.69066128,13.32629917,-5.40351057,-14.43035341,1525399615.208229,0.1256,1827303345.66,,2023-07-17T07:39:00.000Z,1027.0,Ethereum,ETH,ethereum,0xa0b73e1ff0b80914ab6fe0444e65848c4c34450b,2023-07-17 07:41:14.540706
36,3077,VeChain,VET,vechain,224,2017-08-22T00:00:00.000Z,"['logistics', 'data-provenance', 'iot', 'smart-contracts', 'fenbushi-capital-portfolio']",86712634466.0,72714516834.0,85985041177.0,False,,37,72714516834.0,1419062458.1049166,,2023-07-17T07:39:00.000Z,0.019515531696985552,34568088.85167242,3.9342,-0.07884718,-0.52312005,7.89619972,29.14679546,-1.03009282,-24.43783236,1419062458.1049166,0.1169,1692243166.45,,2023-07-17T07:39:00.000Z,,,,,,2023-07-17 07:41:14.540706
37,6535,NEAR Protocol,NEAR,near-protocol,263,2020-08-11T00:00:00.000Z,"['platform', 'staking', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'arrington-xrp-capital-portfolio', 'coinfund-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'kenetic-capital-portfolio', 'near-protocol-ecosystem', 'injective-ecosystem', 'circle-ventures-portfolio', 'sec-security-token', 'alleged-sec-securities']",,937513261.0,1000000000.0,False,,38,,,,2023-07-17T07:39:00.000Z,1.4973629172159497,45817711.30134788,-0.8432,0.85215141,1.11197211,15.13926649,19.24064859,-11.14899956,-35.90108491,1403797591.419598,0.1156,1497362917.22,,2023-07-17T07:39:00.000Z,,,,,,2023-07-17 07:41:14.540706
38,3155,Quant,QNT,quant,158,2018-08-10T00:00:00.000Z,"['platform', 'interoperability']",14881364.0,12072738.0,14881364.27,False,,39,,,,2023-07-17T07:39:00.000Z,101.56266059384161,15213165.90333421,4.5398,-0.22537896,0.95391154,-0.50028238,-10.99100144,-3.66677274,-14.65570251,1226139391.9323742,0.101,1511390921.11,,2023-07-17T07:39:00.000Z,1027.0,Ethereum,ETH,ethereum,0x4a220e6096b25eadb88358cb44068a3248254675,2023-07-17 07:41:14.540706
39,7278,Aave,AAVE,aave,627,2020-10-02T00:00:00.000Z,"['defi', 'dao', 'yield-farming', 'three-arrows-capital-portfolio', 'governance', 'lending-borowing', 'blockchain-capital-portfolio', 'defiance-capital-portfolio', 'framework-ventures-portfolio', 'alameda-research-portfolio', 'pantera-capital-portfolio', 'parafi-capital', 'polygon-ecosystem', 'fantom-ecosystem', 'optimism-ecosystem']",16000000.0,14485349.98051691,16000000.0,False,,40,,,0.18751431,2023-07-17T07:39:00.000Z,78.3518220578842,71841937.48468646,-27.4882,-0.62159522,-1.18586937,11.24705744,51.59296423,18.72250316,-4.76042456,1134953564.1196375,0.0935,1253629152.93,6052623626.38606,2023-07-17T07:39:00.000Z,1027.0,Ethereum,ETH,ethereum,0x7Fc66500c84A76Ad7e9c93437bFc5Ac33E2DDaE9,2023-07-17 07:41:14.540706
40,6719,The Graph,GRT,the-graph,301,2020-12-17T00:00:00.000Z,"['ai-big-data', 'enterprise-solutions', 'defi', 'coinbase-ventures-portfolio', 'solana-ecosystem', 'analytics', 'coinfund-portfolio', 'dcg-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'ledgerprime-portfolio', 'multicoin-capital-portfolio', 'parafi-capital', 'polygon-ecosystem', 'fantom-ecosystem', 'web3', 'near-protocol-ecosystem', 'arbitrum-ecosytem', 'spartan-group', 'injective-ecosystem']",,9077299845.203558,10702966863.265017,True,,41,,,,2023-07-17T07:39:00.000Z,0.12203651941239063,29759364.01813949,2.7681,-0.31176618,0.4780836,9.11394723,20.48954796,-0.44751455,-28.5838152,1107762078.7712746,0.0912,1306152823.38,,2023-07-17T07:39:00.000Z,1027.0,Ethereum,ETH,ethereum,0xc944e90c64b2c07662a292be6244bdf05cda44a7,2023-07-17 07:41:14.540706
